STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/3/2006,0,,,,103,75
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/4/2006,0,,,,102,75
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/5/2006,0,,,,104,78
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/6/2006,0,,,,101,78
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/7/2006,0,,,,97,80
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/8/2006,0,,,,96,74
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/9/2006,0,,,,100,65
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/10/2006,0,,,,100,54
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/11/2006,0,,,,106,65
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/12/2006,0,,,,105,70
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/13/2006,0,,,,100,73
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/14/2006,0,,,,102,67
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/15/2006,0,,,,92,69
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/16/2006,0,,,,92,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/17/2006,0,,,,98,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/18/2006,0,,,,100,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/19/2006,0,,,,97,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/20/2006,0,,,,99,66
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/21/2006,0,,,,94,54
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/22/2006,0,,,,96,65
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/23/2006,0,,,,93,53
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/24/2006,0,,,,96,50
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/25/2006,0,,,,101,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/26/2006,0,,,,103,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/27/2006,0,,,,102,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/28/2006,,,,,104,69
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/29/2006,0,,,,107,59
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",9/30/2006,0,,,,105,73
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/1/2006,0,,,,99,65
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/2/2006,0,,,,98,78
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/3/2006,0,,,,97,70
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/4/2006,0,,,,97,63
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/5/2006,0,,,,91,72
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/6/2006,0,,,,84,66
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/7/2006,0,,,,86,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/8/2006,0,,,,90,50
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/9/2006,0,,,,89,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/10/2006,0,,,,90,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/11/2006,0,,,,90,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/12/2006,0,,,,91,53
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/13/2006,0,,,,87,68
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/14/2006,0,,,,81,64
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/15/2006,0,,,,84,64
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/16/2006,0,,,,82,63
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/17/2006,0,,,,84,64
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/18/2006,0,,,,84,48
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/19/2006,0,,,,87,44
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/20/2006,0,,,,90,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/21/2006,0,,,,93,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/22/2006,0,,,,91,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/23/2006,0,,,,93,45
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/24/2006,0.03,,,,86,63
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/25/2006,0,,,,87,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/26/2006,0,,,,82,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/27/2006,0,,,,88,41
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/28/2006,0,,,,90,44
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/29/2006,0,,,,86,41
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/30/2006,0,,,,84,61
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",10/31/2006,,,,,79,53
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/1/2006,,,,,,
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/2/2006,0,,,,,
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/3/2006,,,,,88,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/4/2006,0,,,,91,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/5/2006,0,,,,92,50
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/6/2006,0,,,,95,53
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/7/2006,,,,,94,54
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/8/2006,0,,,,86,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/9/2006,,,,,87,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/10/2006,,,,,86,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/11/2006,0,,,,,
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/13/2006,,,,,,
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/14/2006,0,,,,84,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/15/2006,0,,,,85,43
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/16/2006,0,,,,82,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/17/2006,0,,,,82,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/18/2006,0,,,,84,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/19/2006,0,,,,90,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/20/2006,0,,,,86,42
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/21/2006,0,,,,81,41
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/22/2006,0,,,,79,41
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/23/2006,0,,,,82,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/24/2006,0,,,,82,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/25/2006,0,,,,75,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/26/2006,0,,,,73,45
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/27/2006,0,,,,72,50
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/28/2006,0,,,,70,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/29/2006,0,,,,62,29
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",11/30/2006,0,,,,61,25
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/1/2006,0,,,,68,28
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/2/2006,0,,,,76,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/3/2006,0,,,,69,31
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/4/2006,0,,,,72,25
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/5/2006,0,,,,73,26
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/6/2006,0,,,,74,28
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/7/2006,0,,,,81,39
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/8/2006,0,,,,77,38
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/9/2006,0,,,,69,35
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/10/2006,0,,,,73,48
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/11/2006,0,,,,73,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/12/2006,0,,,,71,36
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/13/2006,0,,,,74,38
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/14/2006,0,,,,74,39
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/15/2006,0,,,,73,38
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/16/2006,0,,,,66,39
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/17/2006,0,,,,63,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/18/2006,0,,,,61,39
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/19/2006,0,,,,63,31
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/20/2006,0,,,,61,24
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/21/2006,0,,,,64,27
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/22/2006,0,,,,70,32
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/23/2006,0,,,,74,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/24/2006,0,,,,73,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/25/2006,0,,,,71,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/26/2006,0,,,,68,36
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/27/2006,0,,,,69,39
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/28/2006,0,,,,69,38
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/29/2006,0,,,,73,45
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/30/2006,0,,,,71,32
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",12/31/2006,0,,,,66,28
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/1/2007,0,,,,74,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/2/2007,0,,,,78,43
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/3/2007,0,,,,73,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/4/2007,0,,,,65,30
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/5/2007,0,,,,62,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/6/2007,0,,,,67,35
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/7/2007,0,,,,74,32
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/8/2007,0,,,,83,36
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/9/2007,0,,,,80,39
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/10/2007,0,,,,66,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/11/2007,0,,,,69,35
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/12/2007,0,,,,58,27
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/13/2007,0,,,,52,25
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/14/2007,0,,,,53,18
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/15/2007,0,,,,59,20
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/16/2007,0,,,,64,26
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/17/2007,0,,,,60,17
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/18/2007,0,,,,69,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/19/2007,0.09,,,,58,34
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/20/2007,0,,,,57,27
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/21/2007,0,,,,64,30
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/22/2007,0,,,,70,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/23/2007,0,,,,70,35
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/24/2007,0,,,,73,31
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/25/2007,0,,,,78,35
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/26/2007,0,,,,70,32
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/27/2007,0,,,,66,41
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/28/2007,0,,,,70,39
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/29/2007,0,,,,75,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/30/2007,0,,,,67,38
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",1/31/2007,0,,,,69,36
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/1/2007,0,,,,69,41
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/2/2007,0,,,,69,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/3/2007,0,,,,72,31
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/4/2007,0,,,,79,34
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/5/2007,0,,,,83,38
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/6/2007,0,,,,82,43
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/7/2007,0,,,,75,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/8/2007,0,,,,76,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/9/2007,,,,,76,45
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/10/2007,0,,,,76,48
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/11/2007,0,,,,78,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/12/2007,0,,,,74,59
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/13/2007,0,,,,71,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/14/2007,0,,,,75,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/15/2007,0,,,,82,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/16/2007,0,,,,88,42
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/17/2007,0,,,,86,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/18/2007,0,,,,77,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/19/2007,0,,,,73,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/20/2007,0,,,,72,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/21/2007,0,,,,72,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/22/2007,0,,,,74,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/23/2007,0,,,,67,43
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/24/2007,0,,,,70,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/25/2007,0,,,,73,31
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/26/2007,0,,,,76,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/27/2007,0,,,,72,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",2/28/2007,0,,,,67,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/1/2007,0,,,,67,33
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/2/2007,0,,,,73,30
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/3/2007,0,,,,76,37
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/4/2007,0,,,,76,35
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/5/2007,0,,,,84,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/6/2007,0,,,,85,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/7/2007,0,,,,86,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/8/2007,0,,,,89,45
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/9/2007,0,,,,87,53
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/10/2007,0,,,,93,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/11/2007,0,,,,93,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/12/2007,0,,,,95,50
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/13/2007,0,,,,92,48
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/14/2007,0,,,,91,48
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/15/2007,0,,,,94,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/16/2007,0,,,,100,53
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/17/2007,0,,,,102,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/18/2007,0,,,,93,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/19/2007,0,,,,89,62
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/20/2007,0,,,,86,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/21/2007,0,,,,79,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/22/2007,0,,,,85,54
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/23/2007,0,,,,73,53
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/24/2007,0,,,,78,48
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/25/2007,0,,,,85,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/26/2007,0,,,,85,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/27/2007,0.01,,,,70,41
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/28/2007,0,,,,76,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/29/2007,0,,,,84,50
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/30/2007,0,,,,85,40
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",3/31/2007,0,,,,87,42
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/1/2007,0,,,,90,44
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/2/2007,0,,,,90,47
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/3/2007,0,,,,90,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/4/2007,0,,,,90,54
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/5/2007,0,,,,93,61
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/6/2007,0,,,,96,69
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/7/2007,0,,,,89,65
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/8/2007,0,,,,83,62
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/9/2007,0,,,,85,64
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/10/2007,0,,,,87,59
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/11/2007,0,,,,92,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/12/2007,0.04,,,,77,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/13/2007,0,,,,87,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/14/2007,0,,,,87,46
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/15/2007,0,,,,73,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/16/2007,0,,,,79,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/17/2007,0,,,,83,43
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/18/2007,0,,,,81,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/19/2007,0,,,,80,42
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/20/2007,0.01,,,,72,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/21/2007,0,,,,78,49
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/22/2007,0,,,,82,48
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/23/2007,0,,,,82,51
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/24/2007,0,,,,94,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/25/2007,0,,,,96,52
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/26/2007,0,,,,95,62
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/27/2007,0,,,,97,61
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/28/2007,0,,,,103,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/29/2007,0,,,,95,59
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",4/30/2007,0,,,,94,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/1/2007,0,,,,95,64
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/2/2007,0,,,,97,65
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/3/2007,0,,,,87,62
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/4/2007,0,,,,83,62
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/5/2007,0,,,,85,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/6/2007,0,,,,91,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/7/2007,0,,,,97,52
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/8/2007,0,,,,102,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/9/2007,0,,,,104,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/10/2007,0,,,,103,74
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/11/2007,0,,,,104,75
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/12/2007,0,,,,101,71
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/13/2007,0,,,,99,70
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/14/2007,0,,,,97,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/15/2007,0,,,,95,59
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/16/2007,0,,,,98,61
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/17/2007,0,,,,96,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/18/2007,0,,,,96,57
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/19/2007,0,,,,98,62
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/20/2007,0,,,,95,56
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/21/2007,0,,,,92,59
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/22/2007,0,,,,89,67
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/23/2007,0,,,,95,64
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/24/2007,0,,,,98,55
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/25/2007,0,,,,98,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/26/2007,0,,,,98,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/27/2007,0,,,,98,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/28/2007,0,,,,98,61
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/29/2007,0,,,,98,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/30/2007,0,,,,100,59
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",5/31/2007,0,,,,102,71
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/1/2007,0,,,,102,75
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/2/2007,0,,,,96,68
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/3/2007,0,,,,102,65
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/4/2007,0,,,,104,88
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/5/2007,0,,,,106,67
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/6/2007,0,,,,88,67
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/7/2007,0,,,,92,62
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/8/2007,0,,,,96,68
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/9/2007,0,,,,97,61
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/10/2007,0,,,,96,58
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/11/2007,0,,,,98,60
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/12/2007,0,,,,99,61
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/13/2007,0,,,,106,64
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/14/2007,0,,,,109,63
USW00003104,"DESERT RESORTS REGIONAL AIRPORT, CA US",6/15/2007,0,,,,109,80
