"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-14","0.00","97","69"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-15","0.00","102","64"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-16","0.00","103","68"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-17","0.00","105","67"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-18","0.00","106","64"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-19","0.00","104","64"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-20","0.00","102","64"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-21","0.00","102","68"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-22","0.00","106","74"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-23","0.00","105","71"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-24","0.00","108","84"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-25","0.00","101","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-26","0.00","112","83"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-27","0.00","114","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-28","0.00","106","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-29","0.00","104","97"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-06-30","0.00","107","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-01","0.00","105","74"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-02","0.00","104","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-03","0.00","111","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-04","0.00","115","88"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-05","0.00","113","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-06","0.00","108","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-07","0.00","103","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-08","0.00","101","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-09","0.00","104","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-10","0.00","110","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-11","0.00","109","84"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-12","0.00","110","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-13","0.00","108","82"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-14","0.00","100","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-15","0.00","101","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-16","0.00","105","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-17","0.00","107","84"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-18","0.00","95","83"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-19","0.00","104","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-20","0.00","100","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-21","0.85","101","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-22","0.74","94","71"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-23","0.00","98","72"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-24","0.00","111","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-25","0.00","113","82"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-26","0.00","101","84"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-27","0.02","97","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-28","0.09","97","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-29","0.00","100","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-30","0.00","105","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-07-31","0.00","108","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-01","0.00","108","83"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-02","0.00","106","82"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-03","0.00","105","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-04","0.00","109","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-05","0.00","108","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-06","0.00","107","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-07","0.00","110","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-08","0.00","108","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-09","0.00","103","82"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-10","0.00","97","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-11","0.00","104","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-12","0.00","108","82"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-13","0.00","103","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-14","0.00","98","82"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-15","0.00","100","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-16","0.00","105","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-17","0.00","99","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-18","0.00","95","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-19","0.02","95","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-20","0.00","91","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-21","0.00","98","74"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-22","0.00","104","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-23","0.00","105","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-24","0.00","106","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-25","0.00","101","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-26","0.00","102","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-27","0.00","104","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-28","0.00","108","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-29","0.00","117","87"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-30","0.00","117","88"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-08-31","0.00","108","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-01","0.00","105","73"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-02","0.00","100","80"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-03","0.00","110","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-04","0.00","110","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-05","0.00","111","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-06","0.00","106","66"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-07","0.00","104","72"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-08","0.00","102","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-09","0.00","97","81"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-10","0.00","98","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-11","0.00","97","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-12","0.00","98","75"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-13","0.00","108","74"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-14","0.00","111","76"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-15","0.00","106","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-16","0.00","105","79"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-17","0.00","111","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-18","0.00","110","78"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-19","0.00","109","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-20","0.00","109","77"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-21","0.00","102","69"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-22","0.00","96","70"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-23","0.00","97","69"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-24","0.00","94","70"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-25","0.00","95","60"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-26","0.00","97","66"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-27","0.00","98","72"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-28","0.00","107","70"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-29","0.00","104","70"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-09-30","0.00","98","69"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-01","0.00","87","72"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-02","0.00","86","62"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-03","0.00","91","64"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-04","0.00","93","68"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-05","0.00","93","64"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-06","0.00","94","62"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-07","0.00","101","61"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-08","0.00","102","65"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-09","0.00","94","67"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-10","0.00","92","61"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-11","0.00","87","67"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-12","0.00","91","68"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-13","0.00","95","56"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-14","0.00","94","62"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-15","0.00","87","68"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-16","0.00","77","56"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-17","0.00","84","65"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-18","0.00","78","54"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-19","0.00","77","46"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-20","0.00","83","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-21","0.00","83","59"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-22","0.00","84","46"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-23","0.00","81","53"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-24","0.00","85","51"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-25","0.00","81","55"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-26","0.00","83","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-27","0.00","83","52"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-28","0.00","82","53"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-29","0.00","82","50"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-30","0.00","81","50"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-10-31","0.00","81","56"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-01","0.00","88","50"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-02","0.00","87","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-03","0.00","86","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-04","0.00","86","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-05","0.00","86","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-06","0.00","84","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-07","0.00","83","60"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-08","0.00","82","56"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-09","0.00","80","53"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-10","0.00","79","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-11","0.00","83","44"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-12","0.00","79","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-13","0.00","79","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-14","0.00","80","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-15","0.00","80","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-16","0.00","79","50"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-17","0.00","81","55"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-18","0.00","78","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-19","0.00","79","58"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-20","0.00","77","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-21","0.00","68","39"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-22","0.00","69","44"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-23","0.47","67","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-24","0.00","63","40"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-25","0.00","70","53"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-26","0.00","66","37"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-27","0.00","68","33"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-28","0.00","65","34"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-29","0.00","74","40"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-11-30","0.00","78","39"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-01","0.00","72","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-02","0.00","71","39"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-03","0.02","59","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-04","0.00","74","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-05","0.00","64","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-06","0.00","77","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-07","0.00","71","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-08","0.21","69","52"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-09","0.00","71","46"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-10","0.06","61","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-11","0.02","67","50"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-12","0.00","64","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-13","0.00","63","51"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-14","0.00","62","37"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-15","0.00","60","29"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-16","0.00","62","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-17","0.00","62","32"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-18","0.07","54","35"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-19","0.09","63","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-20","0.02","67","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-21","0.00","67","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-22","0.00","68","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-23","0.00","67","32"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-24","0.00","64","29"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-25","0.00","69","31"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-26","0.14","59","32"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-27","0.83","55","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-28","0.03","69","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-29","0.00","66","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-30","0.00","72","40"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1984-12-31","0.00","78","39"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-01","0.00","71","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-02","0.00","69","32"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-03","0.00","69","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-04","0.00","74","34"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-05","0.00","77","35"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-06","0.00","69","44"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-07","0.20","62","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-08","0.16","67","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-09","0.00","68","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-10","0.00","68","38"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-11","0.00","73","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-12","0.00","64","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-13","0.00","72","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-14","0.00","75","29"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-15","0.00","69","34"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-16","0.00","75","41"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-17","0.00","71","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-18","0.00","72","34"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-19","0.00","71","35"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-20","0.00","71","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-21","0.00","71","37"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-22","0.00","61","44"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-23","0.00","68","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-24","0.00","69","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-25","0.00","67","38"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-26","0.08","71","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-27","0.00","71","46"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-28","0.00","65","38"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-29","0.00","67","40"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-30","0.00","64","37"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-01-31","0.00","57","35"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-01","0.00","58","21"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-02","0.03","44","35"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-03","0.00","53","30"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-04","0.00","54","30"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-05","0.00","59","25"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-06","0.00","61","28"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-07","0.00","66","28"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-08","0.00","65","34"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-09","0.00","71","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-10","0.00","73","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-11","0.00","76","33"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-12","0.00","83","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-13","0.00","90","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-14","0.00","89","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-15","0.00","86","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-16","0.00","83","41"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-17","0.00","79","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-18","0.00","81","47"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-19","0.00","85","53"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-20","0.00","73","51"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-21","0.00","77","53"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-22","0.00","69","40"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-23","0.00","80","40"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-24","0.00","78","41"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-25","0.00","78","39"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-26","0.00","84","41"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-27","0.00","83","41"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-02-28","0.00","84","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-01","0.00","79","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-02","0.00","65","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-03","0.00","67","32"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-04","0.00","67","36"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-05","0.00","71","37"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-06","0.00","73","48"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-07","0.00","74","43"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-08","0.00","77","46"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-09","0.00","84","52"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-10","0.00","85","60"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-11","0.00","77","59"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-12","0.00","78","52"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-13","0.00","83","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-14","0.00","81","46"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-15","0.00","79","55"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-16","0.00","76","49"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-17","0.00","80","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-18","0.00","78","52"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-19","0.00","83","44"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-20","0.00","82","46"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-21","0.00","87","45"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-22","0.00","86","57"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-23","0.00","89","44"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-24","0.00","86","42"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","1985-03-25","0.00","84","50"
